column,operation,original_value,new_value,row_index,timestamp,cleaner_type
merchant_category,fallback_imputation,,Unknown,120,2025-10-16 15:52:24.300987,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,122,2025-10-16 15:52:24.300988,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,126,2025-10-16 15:52:24.300990,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,132,2025-10-16 15:52:24.300992,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,133,2025-10-16 15:52:24.300993,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,138,2025-10-16 15:52:24.300994,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,145,2025-10-16 15:52:24.300996,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,150,2025-10-16 15:52:24.300997,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,158,2025-10-16 15:52:24.300998,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,159,2025-10-16 15:52:24.300999,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,161,2025-10-16 15:52:24.301000,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,164,2025-10-16 15:52:24.301001,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,166,2025-10-16 15:52:24.301002,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,171,2025-10-16 15:52:24.301003,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,175,2025-10-16 15:52:24.301005,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,191,2025-10-16 15:52:24.301006,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,193,2025-10-16 15:52:24.301007,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,194,2025-10-16 15:52:24.301008,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,199,2025-10-16 15:52:24.301009,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,200,2025-10-16 15:52:24.301011,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,203,2025-10-16 15:52:24.301012,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,208,2025-10-16 15:52:24.301013,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,212,2025-10-16 15:52:24.301014,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,217,2025-10-16 15:52:24.301015,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,237,2025-10-16 15:52:24.301017,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,238,2025-10-16 15:52:24.301018,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,240,2025-10-16 15:52:24.301019,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,241,2025-10-16 15:52:24.301020,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,245,2025-10-16 15:52:24.301021,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,247,2025-10-16 15:52:24.301022,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,256,2025-10-16 15:52:24.301024,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,260,2025-10-16 15:52:24.301025,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,263,2025-10-16 15:52:24.301026,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,264,2025-10-16 15:52:24.301027,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,267,2025-10-16 15:52:24.301028,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,270,2025-10-16 15:52:24.301029,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,277,2025-10-16 15:52:24.301030,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,281,2025-10-16 15:52:24.301031,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,290,2025-10-16 15:52:24.301033,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,293,2025-10-16 15:52:24.301034,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,294,2025-10-16 15:52:24.301035,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,297,2025-10-16 15:52:24.301036,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,306,2025-10-16 15:52:24.301041,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,307,2025-10-16 15:52:24.301042,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,324,2025-10-16 15:52:24.301044,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,326,2025-10-16 15:52:24.301045,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,332,2025-10-16 15:52:24.301046,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,335,2025-10-16 15:52:24.301047,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,338,2025-10-16 15:52:24.301048,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,339,2025-10-16 15:52:24.301049,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,342,2025-10-16 15:52:24.301050,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,346,2025-10-16 15:52:24.301052,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,349,2025-10-16 15:52:24.301053,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,352,2025-10-16 15:52:24.301054,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,354,2025-10-16 15:52:24.301055,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,358,2025-10-16 15:52:24.301056,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,363,2025-10-16 15:52:24.301057,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,371,2025-10-16 15:52:24.301058,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,372,2025-10-16 15:52:24.301059,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,380,2025-10-16 15:52:24.301060,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,385,2025-10-16 15:52:24.301062,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,392,2025-10-16 15:52:24.301063,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,399,2025-10-16 15:52:24.301064,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,400,2025-10-16 15:52:24.301065,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,407,2025-10-16 15:52:24.301066,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,408,2025-10-16 15:52:24.301067,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,409,2025-10-16 15:52:24.301068,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,415,2025-10-16 15:52:24.301069,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,416,2025-10-16 15:52:24.301072,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,417,2025-10-16 15:52:24.301073,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,428,2025-10-16 15:52:24.301074,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,431,2025-10-16 15:52:24.301075,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,434,2025-10-16 15:52:24.301076,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,438,2025-10-16 15:52:24.301077,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,440,2025-10-16 15:52:24.301079,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,446,2025-10-16 15:52:24.301080,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,450,2025-10-16 15:52:24.301081,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,452,2025-10-16 15:52:24.301082,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,455,2025-10-16 15:52:24.301083,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,458,2025-10-16 15:52:24.301084,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,459,2025-10-16 15:52:24.301086,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,460,2025-10-16 15:52:24.301087,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,466,2025-10-16 15:52:24.301088,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,472,2025-10-16 15:52:24.301089,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,473,2025-10-16 15:52:24.301090,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,476,2025-10-16 15:52:24.301091,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,480,2025-10-16 15:52:24.301092,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,484,2025-10-16 15:52:24.301093,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,491,2025-10-16 15:52:24.301094,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,492,2025-10-16 15:52:24.301095,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,494,2025-10-16 15:52:24.301097,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,501,2025-10-16 15:52:24.301098,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,502,2025-10-16 15:52:24.301099,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,504,2025-10-16 15:52:24.301100,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,521,2025-10-16 15:52:24.301102,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,522,2025-10-16 15:52:24.301103,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,524,2025-10-16 15:52:24.301104,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,531,2025-10-16 15:52:24.301105,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,532,2025-10-16 15:52:24.301106,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,536,2025-10-16 15:52:24.301107,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,537,2025-10-16 15:52:24.301108,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,546,2025-10-16 15:52:24.301110,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,549,2025-10-16 15:52:24.301111,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,552,2025-10-16 15:52:24.301112,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,560,2025-10-16 15:52:24.301113,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,564,2025-10-16 15:52:24.301114,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,565,2025-10-16 15:52:24.301115,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,568,2025-10-16 15:52:24.301118,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,576,2025-10-16 15:52:24.301119,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,585,2025-10-16 15:52:24.301120,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,593,2025-10-16 15:52:24.301121,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,603,2025-10-16 15:52:24.301122,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,605,2025-10-16 15:52:24.301123,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,609,2025-10-16 15:52:24.301124,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,610,2025-10-16 15:52:24.301128,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,613,2025-10-16 15:52:24.301130,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,614,2025-10-16 15:52:24.301131,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,619,2025-10-16 15:52:24.301132,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,621,2025-10-16 15:52:24.301133,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,627,2025-10-16 15:52:24.301134,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,629,2025-10-16 15:52:24.301135,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,630,2025-10-16 15:52:24.301136,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,632,2025-10-16 15:52:24.301138,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,633,2025-10-16 15:52:24.301139,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,648,2025-10-16 15:52:24.301141,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,649,2025-10-16 15:52:24.301142,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,658,2025-10-16 15:52:24.301143,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,666,2025-10-16 15:52:24.301144,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,669,2025-10-16 15:52:24.301145,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,676,2025-10-16 15:52:24.301146,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,677,2025-10-16 15:52:24.301147,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,681,2025-10-16 15:52:24.301148,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,686,2025-10-16 15:52:24.301149,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,688,2025-10-16 15:52:24.301150,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,691,2025-10-16 15:52:24.301151,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,693,2025-10-16 15:52:24.301152,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,697,2025-10-16 15:52:24.301153,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,699,2025-10-16 15:52:24.301155,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,707,2025-10-16 15:52:24.301156,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,708,2025-10-16 15:52:24.301157,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,717,2025-10-16 15:52:24.301158,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,718,2025-10-16 15:52:24.301159,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,721,2025-10-16 15:52:24.301160,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,722,2025-10-16 15:52:24.301161,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,723,2025-10-16 15:52:24.301162,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,730,2025-10-16 15:52:24.301163,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,735,2025-10-16 15:52:24.301164,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,738,2025-10-16 15:52:24.301165,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,741,2025-10-16 15:52:24.301166,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,742,2025-10-16 15:52:24.301168,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,743,2025-10-16 15:52:24.301169,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,750,2025-10-16 15:52:24.301170,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,752,2025-10-16 15:52:24.301171,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,753,2025-10-16 15:52:24.301172,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,755,2025-10-16 15:52:24.301173,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,759,2025-10-16 15:52:24.301201,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,764,2025-10-16 15:52:24.301202,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,766,2025-10-16 15:52:24.301203,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,771,2025-10-16 15:52:24.301204,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,777,2025-10-16 15:52:24.301206,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,784,2025-10-16 15:52:24.301207,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,785,2025-10-16 15:52:24.301209,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,790,2025-10-16 15:52:24.301210,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,796,2025-10-16 15:52:24.301211,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,800,2025-10-16 15:52:24.301212,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,801,2025-10-16 15:52:24.301213,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,804,2025-10-16 15:52:24.301214,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,810,2025-10-16 15:52:24.301215,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,812,2025-10-16 15:52:24.301216,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,816,2025-10-16 15:52:24.301217,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,819,2025-10-16 15:52:24.301218,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,820,2025-10-16 15:52:24.301219,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,822,2025-10-16 15:52:24.301220,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,828,2025-10-16 15:52:24.301221,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,833,2025-10-16 15:52:24.301222,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,834,2025-10-16 15:52:24.301223,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,839,2025-10-16 15:52:24.301225,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,844,2025-10-16 15:52:24.301226,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,845,2025-10-16 15:52:24.301227,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,847,2025-10-16 15:52:24.301228,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,851,2025-10-16 15:52:24.301229,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,855,2025-10-16 15:52:24.301230,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,856,2025-10-16 15:52:24.301231,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,858,2025-10-16 15:52:24.301232,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,859,2025-10-16 15:52:24.301233,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,862,2025-10-16 15:52:24.301235,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,863,2025-10-16 15:52:24.301236,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,869,2025-10-16 15:52:24.301237,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,876,2025-10-16 15:52:24.301238,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,877,2025-10-16 15:52:24.301239,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,878,2025-10-16 15:52:24.301240,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,883,2025-10-16 15:52:24.301242,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,886,2025-10-16 15:52:24.301243,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,893,2025-10-16 15:52:24.301244,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,894,2025-10-16 15:52:24.301245,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,895,2025-10-16 15:52:24.301246,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,897,2025-10-16 15:52:24.301247,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,907,2025-10-16 15:52:24.301248,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,910,2025-10-16 15:52:24.301249,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,914,2025-10-16 15:52:24.301250,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,918,2025-10-16 15:52:24.301251,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,920,2025-10-16 15:52:24.301252,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,921,2025-10-16 15:52:24.301253,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,923,2025-10-16 15:52:24.301255,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,928,2025-10-16 15:52:24.301256,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,934,2025-10-16 15:52:24.301257,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,936,2025-10-16 15:52:24.301258,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,937,2025-10-16 15:52:24.301259,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,941,2025-10-16 15:52:24.301260,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,942,2025-10-16 15:52:24.301261,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,948,2025-10-16 15:52:24.301262,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,949,2025-10-16 15:52:24.301263,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,953,2025-10-16 15:52:24.301264,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,955,2025-10-16 15:52:24.301265,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,960,2025-10-16 15:52:24.301266,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,965,2025-10-16 15:52:24.301267,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,966,2025-10-16 15:52:24.301268,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,968,2025-10-16 15:52:24.301270,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,974,2025-10-16 15:52:24.301271,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,975,2025-10-16 15:52:24.301272,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,980,2025-10-16 15:52:24.301273,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,987,2025-10-16 15:52:24.301274,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,990,2025-10-16 15:52:24.301275,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,991,2025-10-16 15:52:24.301276,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,994,2025-10-16 15:52:24.301278,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,995,2025-10-16 15:52:24.301279,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,996,2025-10-16 15:52:24.301280,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,998,2025-10-16 15:52:24.301281,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,1001,2025-10-16 15:52:24.301282,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,1005,2025-10-16 15:52:24.301283,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,1008,2025-10-16 15:52:24.301284,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,1009,2025-10-16 15:52:24.301286,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,1012,2025-10-16 15:52:24.301287,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,1013,2025-10-16 15:52:24.301288,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,1020,2025-10-16 15:52:24.301289,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,1021,2025-10-16 15:52:24.301290,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,1024,2025-10-16 15:52:24.301291,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,1029,2025-10-16 15:52:24.301292,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,1030,2025-10-16 15:52:24.301293,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,1034,2025-10-16 15:52:24.301294,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,1038,2025-10-16 15:52:24.301295,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,1039,2025-10-16 15:52:24.301296,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,1040,2025-10-16 15:52:24.301297,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,1054,2025-10-16 15:52:24.301298,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,1058,2025-10-16 15:52:24.301299,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,1062,2025-10-16 15:52:24.301300,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,1068,2025-10-16 15:52:24.301301,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,1074,2025-10-16 15:52:24.301302,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,1075,2025-10-16 15:52:24.301305,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,1082,2025-10-16 15:52:24.301306,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,1086,2025-10-16 15:52:24.301307,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,1089,2025-10-16 15:52:24.301308,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,1090,2025-10-16 15:52:24.301309,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,1094,2025-10-16 15:52:24.301310,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,1096,2025-10-16 15:52:24.301311,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,1106,2025-10-16 15:52:24.301312,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,1109,2025-10-16 15:52:24.301313,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,1113,2025-10-16 15:52:24.301314,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,1114,2025-10-16 15:52:24.301315,pytorch_encoder
merchant_category,fallback_imputation,,Unknown,1115,2025-10-16 15:52:24.301316,pytorch_encoder
